name,market,neighborhood,cuisine,price,address,zip,url
ShaBuShi,Los Angeles,Little Armenia,,$$,5185 W Sunset Blvd,90027,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shabushi
Hunan Cafe,Los Angeles,,,$$,7986 W Sunset Blvd,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hunan-cafe
Black Knight,Los Angeles,Huntington Beach,,$$,1870 Harbor Blvd,92627,https://jsheldon-afk.github.io/cold-call-hub-3/?r=black-knight
Joopocha Gastropub&Karaoke (jupoca),Los Angeles,,,$$,4163 W 3rd St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=joopocha-gastropub-and-karaoke-jupoca
Market Restaurant,Los Angeles,,,$$,862 S Los Angeles St,90014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=market-restaurant
Mercedes Bar & Grille,Los Angeles,Marina Peninsula,,$$,14 Washington Blvd,90292,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mercedes-bar-and-grille
Mariscos Maria's Restaurant,Los Angeles,Arts District,,$$,5640 W Adams Blvd,90016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mariscos-maria-s-restaurant
A Simple Bar,Los Angeles,Hollywood Hills,,$$,3256 Cahuenga Blvd W,90068,https://jsheldon-afk.github.io/cold-call-hub-3/?r=a-simple-bar
Crown of India Tandoori Restaurant,Los Angeles,Beverly Hills,,$$,6755 Santa Monica Blvd,90038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=crown-of-india-tandoori-restaurant
Baracoa Cuban Cafe,Los Angeles,Glendale,,$$,3175 Glendale Blvd,90039,https://jsheldon-afk.github.io/cold-call-hub-3/?r=baracoa-cuban-cafe
The High Low,Los Angeles,,,$$,3000 Los Feliz Blvd,90039,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-high-low
Mesa Thai Cuisine,Los Angeles,Melrose Hill,,$$,820 N Western Ave,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mesa-thai-cuisine
Haifa Restaurant,Los Angeles,Pico - Robertson,,$$,8717 W Pico Blvd,90035,https://jsheldon-afk.github.io/cold-call-hub-3/?r=haifa-restaurant
The Shores Kitchen,Los Angeles,,,$$,2720 Neilson Way,90405,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-shores-kitchen
Wild Carvery,Los Angeles,Grandview,,$$,130 N San Fernando Blvd,91502,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wild-carvery
Bien Hen Restaurant,Los Angeles,,,$$,14092 Magnolia St,92683,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bien-hen-restaurant
The Cigar and Whiskey Bar,Los Angeles,,,?,225 N Canon Dr,90210,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-cigar-and-whiskey-bar
Ryu Izakaya,Washington DC,Arlington Village,,$$,3030 Columbia Pike,22204,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ryu-izakaya
Flipper's,Los Angeles,Spaulding Square,,$$,1010A N Fairfax Ave,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=flipper-s
Tha Phraya,New York City,Upper East Side,,$$,1553 2nd Ave,10028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tha-phraya
Fan Szechuan,New York City,Lower East Side,,$$,103 Essex St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=fan-szechuan
Ettore Vino e Cucina,Los Angeles,Beverly Grove / Beverly Hills,,?,6333 W 3rd St,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ettore-vino-e-cucina
Real Charmer,Los Angeles,East Hollywood,,?,864 N Virgil Ave,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=real-charmer
First Of All,Los Angeles,West Hollywood,,?,8200 Santa Monica Blvd,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=first-of-all
Nashfin,Los Angeles,Echo Park,,?,2515 W Sunset Blvd,90026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nashfin
Pearl's Red Hots,Los Angeles,Studio City,,?,4359 Tujunga Ave,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pearl-s-red-hots
Banana Thai Cafe,Los Angeles,Pasadena,,?,1363 N Fair Oaks Ave,91103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=banana-thai-cafe
Monica Café,Los Angeles,Downtown Santa Monica,,?,508 Santa Monica Blvd,90401,https://jsheldon-afk.github.io/cold-call-hub-3/?r=monica-caf
The Shnitz,Los Angeles,Arts District,,?,1335 Willow St,90013*,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-shnitz
Casa Leo,Los Angeles,Los Feliz,,?,4500 Los Feliz Blvd,90027,https://jsheldon-afk.github.io/cold-call-hub-3/?r=casa-leo
Hinoki Counter,New York City,Flushing,,?,13749 Northern Blvd,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hinoki-counter
Mandarin Coffee 2,Los Angeles,Pasadena,,?,3768 E Colorado Blvd,91107,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mandarin-coffee-2
Taqueria Frontera,Los Angeles,Silver Lake,,?,2590 Glendale Blvd,90039,https://jsheldon-afk.github.io/cold-call-hub-3/?r=taqueria-frontera
La Queen Tea House,New York City,Sunset Park,,$$$,752b 61st St,11220,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-queen-tea-house
SAMURAI HIBACHI GRILL LA,Los Angeles,Arts District,,$$,525 Flower St,90015,https://jsheldon-afk.github.io/cold-call-hub-3/?r=samurai-hibachi-grill-la
PitaBar NYC,New York City,Lower East Side,,$$,11 Delancey St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pitabar-nyc
Daphne's,New York City,Bed Stuy,,$$$,299 Halsey St,11216,https://jsheldon-afk.github.io/cold-call-hub-3/?r=daphne-s
QK Restaurant,New York City,Flushing,,$$$,"46-26, 46-26 Kissena Blvd",11355,https://jsheldon-afk.github.io/cold-call-hub-3/?r=qk-restaurant
Lou Wai Lou,New York City,Flushing,,$$$$,60-06 Main St,11355,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lou-wai-lou
Dangol,New York City,Murray Hill,,$$$,160-30 Northern Blvd,11358,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dangol
Liao M BBQ,New York City,Flushing,,$$$,36-26a Union St,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=liao-m-bbq
Mickey?s Place,New York City,Murray Hill,,$$$,33-41 Francis Lewis Blvd,11358,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mickey-s-place
Garlic & Olive Pasta Eats,New York City,Ditmas Park,,$$$,1314 Cortelyou Rd,11226,https://jsheldon-afk.github.io/cold-call-hub-3/?r=garlic-and-olive-pasta-eats
Island Rib House,New York City,Bed Stuy,,$$$,611 Nostrand Ave,11216,https://jsheldon-afk.github.io/cold-call-hub-3/?r=island-rib-house
Nick's Newport Beach,Los Angeles,East Bluff,,$$,1617 Westcliff Dr Suite 112,92660,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nick-s-newport-beach
Nan Bistro hookah & kebap,Los Angeles,Arts District,,$$,334 Main St,90013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nan-bistro-hookah-and-kebap
Booyaka Lounge By 464,Los Angeles,Arts District,,$$,464 Main St,90013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=booyaka-lounge-by-464
Nan Hotpot,New York City,Flushing,,$$$,36-36 Prince St #106,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nan-hotpot
Mee Dee Thai Kitchen,Los Angeles,Fairfax,,$$,345 N La Brea Ave,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mee-dee-thai-kitchen
Cinthias Restaurant,Los Angeles,Arts District,,$$,685 Towne Ave,90021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cinthias-restaurant
NEW YORK K-BBQ,New York City,Flushing,,$$$,149-06 Northern Blvd,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=new-york-k-bbq
Ling Long Xuan Restaurant,New York City,Flushing,,$$$,141-41 Northern Blvd,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ling-long-xuan-restaurant
Cross Road Brooklyn,New York City,Brooklyn,,$$$,752 Coney Island Ave,11218,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cross-road-brooklyn
Dreamers Pizza II,New York City,Upper West Side,,$$,2345 Broadway,10024,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dreamers-pizza-ii
Yan Fu inc,New York City,Sunset Park,,$$$,774 48th St,11220,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yan-fu-inc
Junior's Tacos,New York City,Inwood,,$$$,253 Sherman Ave,10034,https://jsheldon-afk.github.io/cold-call-hub-3/?r=junior-s-tacos
Golden Blue Bar & Restaurant,New York City,Ditmas Park,,$$$,2172 Clarendon Rd,11226,https://jsheldon-afk.github.io/cold-call-hub-3/?r=golden-blue-bar-and-restaurant
Beckham Grill,Los Angeles,Pasadena,,$$,77 W Walnut St,91103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=beckham-grill
Maurizio's On The Water,New York City,Whitestone,,$$$,154-11 Powells Cove Blvd,11357,https://jsheldon-afk.github.io/cold-call-hub-3/?r=maurizio-s-on-the-water
Ditan Er BBQ House,New York City,Flushing,,$$$,149-52 41st Ave,11355,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ditan-er-bbq-house
New Sushi Village,New York City,Murray Hill,,$$$,32-50 Francis Lewis Blvd,11358,https://jsheldon-afk.github.io/cold-call-hub-3/?r=new-sushi-village
Chick Me Out,Los Angeles,North Hollywood,,?,6130 Laurel Canyon Blvd,91606,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chick-me-out
Hometown - Industry City,New York City,,,$$$,87 35th St,11232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hometown-industry-city
Milo & Olive,Los Angeles,Santa Monica,,$$,2723 Wilshire Blvd,90403,https://jsheldon-afk.github.io/cold-call-hub-3/?r=milo-and-olive
Song Lai Xiang,New York City,,,$$$,41-13 149th Pl,11355,https://jsheldon-afk.github.io/cold-call-hub-3/?r=song-lai-xiang
San Patricios Jersey City,New York City,,,$$$,8 Erie St A,7302,https://jsheldon-afk.github.io/cold-call-hub-3/?r=san-patricios-jersey-city
La plaza by chicatana,Washington DC,,,$$$,3917 14th St Nw,20011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-plaza-by-chicatana
Xiang Hotpot-Brooklyn,New York City,,,$$$,5816 Fort Hamilton Pkwy,11219,https://jsheldon-afk.github.io/cold-call-hub-3/?r=xiang-hotpot-brooklyn
Orchid Kitchen,Los Angeles,,,$$,300 S Mariposa Ave,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=orchid-kitchen
CHOSEN EATERY,New York City,,,$$$,Glenwood Rd,11210,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chosen-eatery
Revival Bar Restaurant,New York City,,,$$,359 W 54th St,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=revival-bar-restaurant
Pho Fulton,New York City,,,$$,88 Fulton St,10038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pho-fulton
Green Wave Sushi Wrap,Los Angeles,Glendale,,?,"1500 Canada Blvd Unit B1 Glendale, CA 91208",91208,https://jsheldon-afk.github.io/cold-call-hub-3/?r=green-wave-sushi-wrap
Mr Rivers Coffee,Los Angeles,Arts District,,?,12457 Washington Blvd,90066,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mr-rivers-coffee
Hwayeon Korean BBQ Restaurant,Los Angeles,Koreatown,,?,"863 S Western Ave, Los Angeles, CA 90005",90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hwayeon-korean-bbq-restaurant
Iki Toro,Los Angeles,South Brand / Downtown,,?,120 S Brand Blvd,91204,https://jsheldon-afk.github.io/cold-call-hub-3/?r=iki-toro
Maruwu Seicha,Los Angeles,Culver City,,?,9426 W Washington Blvd,90232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=maruwu-seicha
Daily Sprouts,New York City,Upper East Side,,?,163 E 92nd St,10128,https://jsheldon-afk.github.io/cold-call-hub-3/?r=daily-sprouts
Joy Flower Pot,New York City,Williamsburg,,?,713 Lorimer Street,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=joy-flower-pot
Mothers Seafood & More,New York City,,,$$$,59 Graham Ave,11206,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mothers-seafood-and-more
Dahlia,New York City,,,$$,269 Columbus Ave,10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dahlia
IKON NEW YORK,New York City,,,$$$,238 Sherman Ave,10034,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ikon-new-york
Bar Veloce,New York City,,,$$,245 Bowery,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-veloce
Eastside Story,New York City,,,$$,265 E 10th St,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=eastside-story
PreGame Dyckman,New York City,,,$$$,104 Dyckman St,10040,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pregame-dyckman
97 Happy KTV,New York City,,,$$,97 Bowery,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=97-happy-ktv
Locket,Washington DC,,,$$$,1900 N Ft Myer Dr Ste 100,22209,https://jsheldon-afk.github.io/cold-call-hub-3/?r=locket
Heartbreak Saloon,Los Angeles,,,$$,"Of E.P. & L.P, 603 N La Cienega Blvd Level 2",90069,https://jsheldon-afk.github.io/cold-call-hub-3/?r=heartbreak-saloon
The Rib King,New York City,,,$$$,"Entrance In, 109 Clinton Avenue, Sackett St",7304,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-rib-king
El Zòcalo Grill,New York City,,,$$$,40-10 83rd St,11373,https://jsheldon-afk.github.io/cold-call-hub-3/?r=el-z-calo-grill
T - Mezcal & Roca Bar,New York City,,,$$$,88-08 Roosevelt Ave,11372,https://jsheldon-afk.github.io/cold-call-hub-3/?r=t-mezcal-and-roca-bar
Brick Wine Bar,New York City,,,$$,21 Clinton St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=brick-wine-bar
Harlem Amor,New York City,,,$$$,2082 Frederick Douglass Blvd,10026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=harlem-amor
Liar Liar,New York City,,,$$$,285 Nevins St,11217,https://jsheldon-afk.github.io/cold-call-hub-3/?r=liar-liar
YONO Hudson Yards,New York City,,,$$,20 Hudson Yards Level 4,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yono-hudson-yards
Kitchen Sooda,Los Angeles,Koreatown,,$$,618 S Serrano Ave,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kitchen-sooda
Mama Rao's,New York City,Bay Ridge,Italian,$$,6408 11th Ave,11219,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mama-rao-s
Zack's,New York City,Hoboken,American,$$,232 Willow Ave,07030,https://jsheldon-afk.github.io/cold-call-hub-3/?r=zack-s
Sushi Ren,New York City,"Yorkville, Upper East Side",,$$,1584 2nd Ave,10028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-ren
Trad Room,New York City,Central Brooklyn,Japanese,$$,266 Malcolm X Blvd,11233,https://jsheldon-afk.github.io/cold-call-hub-3/?r=trad-room
Kelloggs Diner,New York City,Williamsburg,,$$,518 Metropolitan Ave,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kelloggs-diner
Taverna Cretekou,Washington DC,Alexandria,,$$,818 King St,22314,https://jsheldon-afk.github.io/cold-call-hub-3/?r=taverna-cretekou
Eavesdrop,New York City,Greenpoint,,$$,674 Manhattan Ave,11222,https://jsheldon-afk.github.io/cold-call-hub-3/?r=eavesdrop
Xiang Hotpot,New York City,Flushing,,$$,136-20 Roosevelt Ave,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=xiang-hotpot
Daori BBQ (daori babekyu),New York City,Queens,,$$$,40-03 149th Pl,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=daori-bbq-daori-babekyu
El Rancho Latin Grill - Alexandria,Washington DC,,,$$,5834 N Kings Hwy,22303,https://jsheldon-afk.github.io/cold-call-hub-3/?r=el-rancho-latin-grill-alexandria
La Casa Restaurant,Washington DC,,,$$,4551 Duke St,22304,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-casa-restaurant
WOOBOI HOT CHICKEN,Washington DC,,,$$,531 Montgomery St,22314,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wooboi-hot-chicken
King's Ransom,Washington DC,,,$$$,728 King St,22314,https://jsheldon-afk.github.io/cold-call-hub-3/?r=king-s-ransom
Pho Huy,Washington DC,,,$$,4527 Duke St,22304,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pho-huy
Thai Signature Local Thai Street Food and Bar,Washington DC,,,$$,722 King St,22314,https://jsheldon-afk.github.io/cold-call-hub-3/?r=thai-signature-local-thai-street-food-and-bar
Hawwi Ethiopian Restaurant,Washington DC,,,$$,1125 Queen St,22314,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hawwi-ethiopian-restaurant
The Peoples Drug,Washington DC,,,$$,103 N Alfred St,22314,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-peoples-drug
Sushi Goda,New York City,Upper East Side,,?,"1576 3rd Ave, New York, NY 10128, United States",10128,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-goda
Kenbey Sushi,Los Angeles,Silver Lake,,$$,4339 W Sunset Blvd,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kenbey-sushi
Wafu of Japan,Los Angeles,Mesas Del Mar,,$$,320 Bristol St,92626,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wafu-of-japan
Kabosu,Los Angeles,Toluca Lake,,$$,10155 Riverside Dr,91602,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kabosu
Red Ginger,Los Angeles,,,$$,22984 Ventura Blvd,91364,https://jsheldon-afk.github.io/cold-call-hub-3/?r=red-ginger
Kourosh Restaurant,Los Angeles,,,$$,22635 Ventura Blvd,91364,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kourosh-restaurant
STE 101,Los Angeles,,,$$,3450 W 6th St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ste-101
Go Pocha,Los Angeles,Rampart Village,,$$,401 S Vermont Ave,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=go-pocha
Divino - Brentwood,Los Angeles,Brentwood Heights,,$$,S Barrington Ave,90049,https://jsheldon-afk.github.io/cold-call-hub-3/?r=divino-brentwood
Tandoori Eats,Los Angeles,Palms,,$$,10004 Exposition Blvd,90034,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tandoori-eats
Honey Night,Los Angeles,,,$$,3526 W 8th St,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=honey-night
Shin Beijing,Los Angeles,Koreatown,,$$,3101 W Olympic Blvd,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shin-beijing
Jay's Bar,Los Angeles,Los Feliz,,$$,4321 W Sunset Blvd,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jay-s-bar
Terrace Restaurant & Lounge,Los Angeles,Encino,,$$,17239 Ventura Blvd,91316,https://jsheldon-afk.github.io/cold-call-hub-3/?r=terrace-restaurant-and-lounge
Chili Thai,Los Angeles,,,?,10889 W Pico Blvd,90064,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chili-thai
The Indian Kitchen,Los Angeles,West Hollywood,,$$,8165 Santa Monica Blvd,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-indian-kitchen
Akuma Ramen & Sushi Bar,Los Angeles,Beverly Hills,,$$,8267 Santa Monica Blvd,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=akuma-ramen-and-sushi-bar
Ippudo,Los Angeles,,,$$,8352 Santa Monica Blvd,90069,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ippudo
"Hectors No 1, Inc. on Main",Los Angeles,Santa Ana,,$$,1801 S Main St,92707,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hectors-no-1-inc-on-main
Choeng Wun Buffet,Los Angeles,Melrose Hill,,$$,944 N Western Ave,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=choeng-wun-buffet
New Delhi Palace,Los Angeles,,,$$,950 E Colorado Blvd,91106,https://jsheldon-afk.github.io/cold-call-hub-3/?r=new-delhi-palace
Fresco Ristorante,Los Angeles,,,$$,514 S Brand Blvd,91204,https://jsheldon-afk.github.io/cold-call-hub-3/?r=fresco-ristorante
Old Gyumri Restaurant,Los Angeles,Pacific - Edison,,$$,4441 San Fernando Rd,91204,https://jsheldon-afk.github.io/cold-call-hub-3/?r=old-gyumri-restaurant
San Kai Japanese Restaurant,Los Angeles,,,$$,3940 S Bristol St,92704,https://jsheldon-afk.github.io/cold-call-hub-3/?r=san-kai-japanese-restaurant
The Longboard Restaurant & Pub,Los Angeles,Long Beach,,$$,14892 Springdale St,92647,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-longboard-restaurant-and-pub
Street Thai Cafe,Los Angeles,,,$$,15887 Gothard St,92647,https://jsheldon-afk.github.io/cold-call-hub-3/?r=street-thai-cafe
Good Vibes,Los Angeles,,,$$,501 Main St,92648,https://jsheldon-afk.github.io/cold-call-hub-3/?r=good-vibes
Suriya Thai Restaurant,Los Angeles,,,$$,123 W California Blvd,91105,https://jsheldon-afk.github.io/cold-call-hub-3/?r=suriya-thai-restaurant
India's Flavor,Los Angeles,,,$$,3303 N Verdugo Rd,91208,https://jsheldon-afk.github.io/cold-call-hub-3/?r=india-s-flavor
Eulalie,New York City,Lower Manhattan,,?,239 West Broadway,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=eulalie
La Fe,Los Angeles,Echo Park,,?,525 Sunset Blvd,90026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-fe
Cold Shoulder,Los Angeles,La Brea,,?,359 S Fairfax Ave,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cold-shoulder
Ooyoo Cafe,Los Angeles,Koreatown,,?,"M-Plaza, 2789 W Olympic Blvd Ste 204",90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ooyoo-cafe
Voodoo Vin,Los Angeles,East Hollywood,,$$,713 N Virgil Ave,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=voodoo-vin
Indigo Cow,Los Angeles,Echo Park,,?,1710 Sunset Blvd,90026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=indigo-cow
Moohan Korean BBQ,Los Angeles,Koreatown,,?,"3435 Wilshire Blvd ste 123,",90010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=moohan-korean-bbq
Andys,Los Angeles,West Hollywood,,?,9077 Santa Monica Blvd,90048,https://jsheldon-afk.github.io/cold-call-hub-3/?r=andys
Jaguar Room,Los Angeles,Silver Lake,,?,2815 W Sunset Blvd,90026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jaguar-room
Sushi Shiro Omakase Bar & Grill,New York City,Williamsburg,,?,568 Metropolitan Avenue,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-shiro-omakase-bar-and-grill
Cafe Balearica,New York City,Williamsburg,,?,44 Berry Street,11249,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cafe-balearica
Momo Souls,Los Angeles,Palms,,?,3500 Overland Ave,90034,https://jsheldon-afk.github.io/cold-call-hub-3/?r=momo-souls
All About The Cinnamon,Los Angeles,Sherman Oaks,,?,4341 Van Nuys Blvd,91403,https://jsheldon-afk.github.io/cold-call-hub-3/?r=all-about-the-cinnamon
Little Bear,Los Angeles,Grandview,,?,6800 San Fernando Rd,91201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=little-bear
Jade Rabbit,Los Angeles,Santa Monica,,?,2301 Santa Monica Blvd,90404,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jade-rabbit
Amapola,Los Angeles,Lake Balboa,,?,"16935 Vanowen St suite f,",91406,https://jsheldon-afk.github.io/cold-call-hub-3/?r=amapola
Banh Mii Sandwiches and Food Togo,Los Angeles,Downtown/Arts Dist.,,?,300 S Santa Fe Ave Suite P,90013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=banh-mii-sandwiches-and-food-togo
Brightside California Kitchen,Los Angeles,Santa Monica,,?,205 Broadway,90401,https://jsheldon-afk.github.io/cold-call-hub-3/?r=brightside-california-kitchen
Guac Daddy - West Hollywood,Los Angeles,West Hollywood,,?,7401 Santa Monica Blvd,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=guac-daddy-west-hollywood
Darling,Los Angeles,West Hollywood,,?,631 N Robertson Blvd,90069,https://jsheldon-afk.github.io/cold-call-hub-3/?r=darling
M Spoon,Los Angeles,Koreatown,,?,2789 W Olympic Blvd Ste 104,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=m-spoon
Armonie,Los Angeles,West Hollywood,,?,8735 Santa Monica Blvd,90069,https://jsheldon-afk.github.io/cold-call-hub-3/?r=armonie
Osusume Fumio,Los Angeles,Atwater Village,,?,3133 Glendale Blvd,90039,https://jsheldon-afk.github.io/cold-call-hub-3/?r=osusume-fumio
Super King Market,Los Angeles,Van Nuys,,?,2716 N San Fernando Rd,90065,https://jsheldon-afk.github.io/cold-call-hub-3/?r=super-king-market
live frog - Sezchuan grilled fish & frog,New York City,Flushing,,$$$,45-21 Parsons Blvd,11355,https://jsheldon-afk.github.io/cold-call-hub-3/?r=live-frog-sezchuan-grilled-fish-and-frog
Republica Restaurant Rooftop & Lounge,New York City,Harlem,,$$$,160 Dyckman St,10040,https://jsheldon-afk.github.io/cold-call-hub-3/?r=republica-restaurant-rooftop-and-lounge
LIMON & SALT,Los Angeles,Koreatown,,$$,2814 James M Wood Blvd,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=limon-and-salt
207 Prime Bar & Grill,New York City,Inwood,,$$$,565 W 207th St,10034,https://jsheldon-afk.github.io/cold-call-hub-3/?r=207-prime-bar-and-grill
Hareubang Dol Gui,New York City,Flushing,,$$$,41-10 149th Pl,11355,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hareubang-dol-gui
Lobster Steakhouse,New York City,Harlem,,$$$,4227 Broadway,10033,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lobster-steakhouse
Ugo,Los Angeles,Culver City,,$$,3865 Cardiff Ave,90232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ugo
Shibaiwei Seafood Restaurant,New York City,Flushing,,$$$,144-18 Northern Blvd,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shibaiwei-seafood-restaurant
Hot Stix Hot Pot & BBQ,New York City,Sunset Park,,$$$,815 54th St,11220,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hot-stix-hot-pot-and-bbq
Upper Dem Express,New York City,Crown Heights,,$$$$,915 Utica Ave,11203,https://jsheldon-afk.github.io/cold-call-hub-3/?r=upper-dem-express
Chill Tavern BBQ,New York City,Flushing,,$$$,137-38 Northern Blvd,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chill-tavern-bbq
Prestige Catering,New York City,Flushing,,$$,135-29 37th Ave,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=prestige-catering
Sushi Yoshi Williamsburg,New York City,Williamsburg,,$$,557 Lorimer St,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-yoshi-williamsburg
Xi Top BBQ,New York City,Flushing,,$$$,40-30 149th Pl,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=xi-top-bbq
